rank,entry,entry_type,frequency_band,category,usage_note
2851,We can do it tomorrow.,phrase,Medium,Work-lite casual,Natural phrase people use in conversation
2852,accessible,word,Low,More specific words,Less frequent but natural in conversation or travel
2853,affordable,word,Low,More specific words,Less frequent but natural in conversation or travel
2854,agent,word,Low,More specific words,Less frequent but natural in conversation or travel
2855,allowance,word,Low,More specific words,Less frequent but natural in conversation or travel
2856,annoying,word,Low,More specific words,Less frequent but natural in conversation or travel
2857,appointment,word,Low,More specific words,Less frequent but natural in conversation or travel
2858,awkward,word,Low,More specific words,Less frequent but natural in conversation or travel
2859,barista,word,Low,More specific words,Less frequent but natural in conversation or travel
2860,breathtaking,word,Low,More specific words,Less frequent but natural in conversation or travel
2861,cancellation,word,Low,More specific words,Less frequent but natural in conversation or travel
2862,carry-on,word,Low,More specific words,Less frequent but natural in conversation or travel
2863,cashier,word,Low,More specific words,Less frequent but natural in conversation or travel
2864,cautious,word,Low,More specific words,Less frequent but natural in conversation or travel
2865,checked,word,Low,More specific words,Less frequent but natural in conversation or travel
2866,complaint,word,Low,More specific words,Less frequent but natural in conversation or travel
2867,complicated,word,Low,More specific words,Less frequent but natural in conversation or travel
2868,complimentary,word,Low,More specific words,Less frequent but natural in conversation or travel
2869,concierge,word,Low,More specific words,Less frequent but natural in conversation or travel
2870,confident,word,Low,More specific words,Less frequent but natural in conversation or travel
2871,confirmation,word,Low,More specific words,Less frequent but natural in conversation or travel
2872,confused,word,Low,More specific words,Less frequent but natural in conversation or travel
2873,connection,word,Low,More specific words,Less frequent but natural in conversation or travel
2874,consultation,word,Low,More specific words,Less frequent but natural in conversation or travel
2875,convenient,word,Low,More specific words,Less frequent but natural in conversation or travel
2876,cosy,word,Low,More specific words,Less frequent but natural in conversation or travel
2877,cozy,word,Low,More specific words,Less frequent but natural in conversation or travel
2878,curious,word,Low,More specific words,Less frequent but natural in conversation or travel
2879,cyclist,word,Low,More specific words,Less frequent but natural in conversation or travel
2880,damaged,word,Low,More specific words,Less frequent but natural in conversation or travel
2881,declaration,word,Low,More specific words,Less frequent but natural in conversation or travel
2882,delay,word,Low,More specific words,Less frequent but natural in conversation or travel
2883,delicious,word,Low,More specific words,Less frequent but natural in conversation or travel
2884,deposit,word,Low,More specific words,Less frequent but natural in conversation or travel
2885,directions,word,Low,More specific words,Less frequent but natural in conversation or travel
2886,disappointed,word,Low,More specific words,Less frequent but natural in conversation or travel
2887,downgraded,word,Low,More specific words,Less frequent but natural in conversation or travel
2888,driver,word,Low,More specific words,Less frequent but natural in conversation or travel
2889,embarrassed,word,Low,More specific words,Less frequent but natural in conversation or travel
2890,estimate,word,Low,More specific words,Less frequent but natural in conversation or travel
2891,exchange,word,Low,More specific words,Less frequent but natural in conversation or travel
2892,excluded,word,Low,More specific words,Less frequent but natural in conversation or travel
2893,exhausted,word,Low,More specific words,Less frequent but natural in conversation or travel
2894,flexible,word,Low,More specific words,Less frequent but natural in conversation or travel
2895,frustrated,word,Low,More specific words,Less frequent but natural in conversation or travel
2896,grateful,word,Low,More specific words,Less frequent but natural in conversation or travel
2897,guide,word,Low,More specific words,Less frequent but natural in conversation or travel
2898,hand,word,Low,More specific words,Less frequent but natural in conversation or travel
2899,hidden,word,Low,More specific words,Less frequent but natural in conversation or travel
2900,housekeeper,word,Low,More specific words,Less frequent but natural in conversation or travel
2901,included,word,Low,More specific words,Less frequent but natural in conversation or travel
2902,inconvenience,word,Low,More specific words,Less frequent but natural in conversation or travel
2903,inconvenient,word,Low,More specific words,Less frequent but natural in conversation or travel
2904,insurance,word,Low,More specific words,Less frequent but natural in conversation or travel
2905,intersection,word,Low,More specific words,Less frequent but natural in conversation or travel
2906,invoice,word,Low,More specific words,Less frequent but natural in conversation or travel
2907,itinerary,word,Low,More specific words,Less frequent but natural in conversation or travel
2908,landmark,word,Low,More specific words,Less frequent but natural in conversation or travel
2909,layover,word,Low,More specific words,Less frequent but natural in conversation or travel
2910,mechanic,word,Low,More specific words,Less frequent but natural in conversation or travel
2911,medication,word,Low,More specific words,Less frequent but natural in conversation or travel
2912,memorable,word,Low,More specific words,Less frequent but natural in conversation or travel
2913,misplaced,word,Low,More specific words,Less frequent but natural in conversation or travel
2914,neighborhood,word,Low,More specific words,Less frequent but natural in conversation or travel
2915,neighbourhood,word,Low,More specific words,Less frequent but natural in conversation or travel
2916,nonrefundable,word,Low,More specific words,Less frequent but natural in conversation or travel
2917,outskirts,word,Low,More specific words,Less frequent but natural in conversation or travel
2918,overbooked,word,Low,More specific words,Less frequent but natural in conversation or travel
2919,overcooked,word,Low,More specific words,Less frequent but natural in conversation or travel
2920,overpriced,word,Low,More specific words,Less frequent but natural in conversation or travel
2921,overwhelmed,word,Low,More specific words,Less frequent but natural in conversation or travel
2922,passenger,word,Low,More specific words,Less frequent but natural in conversation or travel
2923,peaceful,word,Low,More specific words,Less frequent but natural in conversation or travel
2924,pedestrian,word,Low,More specific words,Less frequent but natural in conversation or travel
2925,pharmacist,word,Low,More specific words,Less frequent but natural in conversation or travel
2926,porter,word,Low,More specific words,Less frequent but natural in conversation or travel
2927,prescription,word,Low,More specific words,Less frequent but natural in conversation or travel
2928,priority,word,Low,More specific words,Less frequent but natural in conversation or travel
2929,reasonable,word,Low,More specific words,Less frequent but natural in conversation or travel
2930,receptionist,word,Low,More specific words,Less frequent but natural in conversation or travel
2931,refund,word,Low,More specific words,Less frequent but natural in conversation or travel
2932,refundable,word,Low,More specific words,Less frequent but natural in conversation or travel
2933,relaxed,word,Low,More specific words,Less frequent but natural in conversation or travel
2934,reliable,word,Low,More specific words,Less frequent but natural in conversation or travel
2935,relieved,word,Low,More specific words,Less frequent but natural in conversation or travel
2936,replacement,word,Low,More specific words,Less frequent but natural in conversation or travel
2937,rescheduled,word,Low,More specific words,Less frequent but natural in conversation or travel
2938,resident,word,Low,More specific words,Less frequent but natural in conversation or travel
2939,scenic,word,Low,More specific words,Less frequent but natural in conversation or travel
2940,server,word,Low,More specific words,Less frequent but natural in conversation or travel
2941,shuttle,word,Low,More specific words,Less frequent but natural in conversation or travel
2942,souvenir,word,Low,More specific words,Less frequent but natural in conversation or travel
2943,stopover,word,Low,More specific words,Less frequent but natural in conversation or travel
2944,straightforward,word,Low,More specific words,Less frequent but natural in conversation or travel
2945,stranger,word,Low,More specific words,Less frequent but natural in conversation or travel
2946,stroller,word,Low,More specific words,Less frequent but natural in conversation or travel
2947,suburb,word,Low,More specific words,Less frequent but natural in conversation or travel
2948,suspicious,word,Low,More specific words,Less frequent but natural in conversation or travel
2949,tasteless,word,Low,More specific words,Less frequent but natural in conversation or travel
2950,touristy,word,Low,More specific words,Less frequent but natural in conversation or travel
2951,transfer,word,Low,More specific words,Less frequent but natural in conversation or travel
2952,translator,word,Low,More specific words,Less frequent but natural in conversation or travel
2953,turbulence,word,Low,More specific words,Less frequent but natural in conversation or travel
2954,uncomfortable,word,Low,More specific words,Less frequent but natural in conversation or travel
2955,undercooked,word,Low,More specific words,Less frequent but natural in conversation or travel
2956,unfamiliar,word,Low,More specific words,Less frequent but natural in conversation or travel
2957,upgraded,word,Low,More specific words,Less frequent but natural in conversation or travel
2958,vendor,word,Low,More specific words,Less frequent but natural in conversation or travel
2959,waiter,word,Low,More specific words,Less frequent but natural in conversation or travel
2960,waitress,word,Low,More specific words,Less frequent but natural in conversation or travel
2961,wheelchair,word,Low,More specific words,Less frequent but natural in conversation or travel
2962,Call a doctor.,phrase,Low,Emergencies and problems,Natural phrase people use in conversation
2963,Call an ambulance.,phrase,Low,Emergencies and problems,Natural phrase people use in conversation
2964,Call the police.,phrase,Low,Emergencies and problems,Natural phrase people use in conversation
2965,Can you help me translate?,phrase,Low,Emergencies and problems,Natural phrase people use in conversation
